NestID,Structure Type,Structure ID,Maximum Width,Notes
O_chelifer4,Chamber,C58,NA,
O_chelifer4,Chamber,C59,NA,
O_chelifer4,Chamber,C60,NA,
O_chelifer4,Chamber,C61,NA,
O_chelifer4,Chamber,C62,NA,
O_chelifer4,Chamber,C63,NA,
O_chelifer4,Chamber,C64,NA,
O_chelifer4,Chamber,C65,NA,
O_chelifer4,Chamber,C66,NA,
O_chelifer4,Chamber,C67,NA,
O_chelifer4,Chamber,C68,NA,
O_chelifer4,Chamber,C69,NA,
O_chelifer4,Chamber,C70,NA,
O_chelifer4,Chamber,C71,NA,
O_chelifer4,Chamber,C72,NA,
O_chelifer4,Chamber,C73,NA,
O_chelifer4,Chamber,C74,NA,
O_chelifer4,Chamber,C75,NA,
O_chelifer4,Chamber,C76,NA,
O_chelifer4,Chamber,C77,NA,
O_chelifer5,Chamber,C1,NA,
O_chelifer5,Chamber,C2,NA,
O_chelifer5,Chamber,C3,NA,
O_chelifer5,Chamber,C4,NA,
O_chelifer5,Chamber,C5,NA,
O_chelifer5,Chamber,C6,NA,
O_chelifer5,Chamber,C7,NA,
O_chelifer5,Chamber,C8,NA,
O_chelifer5,Chamber,C9,NA,
O_chelifer5,Chamber,C10,NA,
O_chelifer5,Chamber,C11,NA,
O_chelifer5,Chamber,C12,NA,
O_chelifer5,Chamber,C13,NA,
O_chelifer5,Chamber,C14,NA,
O_chelifer5,Chamber,C15,NA,
O_chelifer5,Chamber,C16,NA,
O_chelifer5,Chamber,C17,NA,
O_chelifer5,Chamber,C18,NA,
O_chelifer5,Chamber,C19,NA,
O_chelifer5,Chamber,C20,NA,
O_chelifer5,Chamber,C21,NA,
O_chelifer5,Chamber,C22,NA,
O_chelifer5,Chamber,C23,NA,
O_chelifer5,Chamber,C24,NA,
O_chelifer5,Chamber,C25,NA,
O_chelifer5,Chamber,C26,NA,
O_chelifer5,Chamber,C27,NA,
O_chelifer5,Chamber,C28,NA,
O_chelifer5,Chamber,C29,NA,
O_chelifer5,Chamber,C30,NA,
O_chelifer5,Chamber,C31,NA,
O_chelifer5,Chamber,C32,NA,
O_chelifer5,Chamber,C33,NA,
O_chelifer5,Chamber,C34,NA,
O_chelifer5,Chamber,C35,NA,
O_chelifer5,Chamber,C36,NA,
O_chelifer5,Chamber,C37,NA,
O_chelifer5,Chamber,C38,NA,
O_chelifer5,Chamber,C39,NA,
O_chelifer5,Chamber,C40,NA,
O_chelifer5,Chamber,C41,NA,
O_chelifer5,Chamber,C42,NA,
O_chelifer5,Chamber,C43,NA,
O_chelifer5,Chamber,C44,NA,
O_chelifer5,Chamber,C45,NA,
O_chelifer5,Chamber,C46,NA,
P_badius_146_new,Chamber,C1,12.365,
P_badius_146_new,Chamber,C2,13.293,
P_badius_146_new,Chamber,C3,6.172,
P_badius_146_new,Chamber,C4,6.039,
P_badius_146_new,Chamber,C5,8.293,
P_badius_146_new,Chamber,C6,17.278,
P_badius_146_new,Chamber,C7,18.943,
P_badius_146_new,Chamber,C8,14.579,
P_badius_146_new,Chamber,C9,13.527,
P_badius_146_new,Chamber,C10,12.048,
P_badius_146_new,Chamber,C11,6.984,
P_badius_146_new,Chamber,C12,14.836,
P_badius_146_new,Chamber,C13,19.307,
P_badius_146_new,Chamber,C14,21.388,
P_badius_146_new,Chamber,C15,12.129,
P_badius_146_new,Chamber,C16,18.226,
P_badius_146_new,Chamber,C17,14.687,
P_badius_146_new,Chamber,C18,13.905,
P_badius_146_new,Chamber,C19,15.053,
P_badius_146_new,Chamber,C20,13.814,
P_badius_146_new,Chamber,C21,18.123,
P_badius_146_new,Chamber,C22,20.742,
P_badius_146_new,Chamber,C23,11.798,
P_badius_146_new,Chamber,C24,19.088,
P_badius_146_new,Chamber,C25,16.488,
P_badius_146_new,Chamber,C26,13.435,
P_badius_146_new,Chamber,C27,9.71,
P_badius_146_new,Chamber,C28,8.293,
P_badius_146_new,Chamber,C29,7.751,
P_badius_146_new,Chamber,C30,10.056,
P_badius_146_new,Chamber,C31,9.796,
P_badius_146_new,Chamber,C32,8.293,
P_badius_146_new,Chamber,C33,7.09,
P_badius_146_new,Chamber,C34,9.272,
P_badius_155_new,Chamber,C1,20.203,
P_badius_155_new,Chamber,C2,8.046,
P_badius_155_new,Chamber,C3,7.902,
P_badius_155_new,Chamber,C4,8.246,
P_badius_155_new,Chamber,C5,16.448,
P_badius_155_new,Chamber,C6,8.871,
P_badius_155_new,Chamber,C7,7.166,
P_badius_155_new,Chamber,C8,6.664,
P_badius_155_new,Chamber,C9,16.611,
P_badius_155_new,Chamber,C10,19.546,
P_badius_155_new,Chamber,C11,10.94,
P_badius_155_new,Chamber,C12,12.688,
P_badius_155_new,Chamber,C13,8.802,
P_badius_155_new,Chamber,C14,19.06,
P_badius_155_new,Chamber,C15,13.729,
P_badius_155_new,Chamber,C16,17.417,
P_badius_155_new,Chamber,C17,9.996,
P_badius_155_new,Chamber,C18,9.583,
P_badius_155_new,Chamber,C19,19.606,
P_badius_155_new,Chamber,C20,8.972,
P_badius_155_new,Chamber,C21,15.186,
P_badius_155_new,Chamber,C22,12.649,
P_badius_155_new,Chamber,C23,12.688,
P_badius_155_new,Chamber,C24,19.504,
P_badius_155_new,Chamber,C25,13.577,
P_badius_155_new,Chamber,C26,17.827,
P_badius_155_new,Chamber,C27,15.186,
P_badius_155_new,Chamber,C28,9.604,
P_badius_155_new,Chamber,C29,17.466,
P_badius_155_new,Chamber,C30,16,
P_badius_155_new,Chamber,C31,12.86,
P_badius_155_new,Chamber,C32,14.348,
P_badius_155_new,Chamber,C33,5.518,
P_badius_155_new,Chamber,C34,7.565,
P_badius_155_new,Chamber,C35,5.151,
P_badius_155_new,Chamber,C36,3.614,
P_badius_223_new,Chamber,C1,5.495,
P_badius_223_new,Chamber,C2,9.275,
P_badius_223_new,Chamber,C3,4.907,
P_badius_223_new,Chamber,C4,8.466,
P_badius_223_new,Chamber,C5,8.352,
P_badius_223_new,Chamber,C6,5.883,
P_badius_223_new,Chamber,C7,5.421,
P_badius_223_new,Chamber,C8,5.96,
P_badius_223_new,Chamber,C9,6.031,
P_badius_223_new,Chamber,C10,11.332,
P_badius_223_new,Chamber,C11,7.612,
P_badius_223_new,Chamber,C12,9.103,
P_badius_223_new,Chamber,C13,8.749,
P_badius_223_new,Chamber,C14,7.403,
P_badius_223_new,Chamber,C15,5.787,
P_badius_223_new,Chamber,C16,11.431,
P_badius_223_new,Chamber,C17,5.281,
P_badius_223_new,Chamber,C18,4.023,
P_badius_290_new,Chamber,C1,7.591,
P_badius_290_new,Chamber,C2,10.793,
P_badius_290_new,Chamber,C3,9.415,
P_badius_290_new,Chamber,C4,8.392,
P_badius_290_new,Chamber,C5,10.608,
P_badius_290_new,Chamber,C6,12.326,
P_badius_290_new,Chamber,C7,6.791,
P_badius_290_new,Chamber,C8,7.485,
P_badius_290_new,Chamber,C9,7.279,
P_badius_290_new,Chamber,C10,17.899,
P_badius_290_new,Chamber,C11,3.722,
P_badius_290_new,Chamber,C12,7.159,
P_badius_290_new,Chamber,C13,13.244,
P_badius_290_new,Chamber,C14,11.242,
P_badius_290_new,Chamber,C15,5.914,
P_badius_290_new,Chamber,C16,8.437,
P_badius_290_new,Chamber,C17,15.037,
P_badius_290_new,Chamber,C18,22.632,
P_badius_290_new,Chamber,C19,7.577,
P_badius_290_new,Chamber,C20,14.271,
P_badius_290_new,Chamber,C21,10.507,
P_badius_290_new,Chamber,C22,7.373,
P_badius_290_new,Chamber,C23,12.983,
P_badius_290_new,Chamber,C24,12.634,
P_badius_290_new,Chamber,C25,11.056,
P_badius_290_new,Chamber,C26,15.229,
P_badius_290_new,Chamber,C27,8.951,
P_badius_290_new,Chamber,C28,14.898,
P_badius_290_new,Chamber,C29,14.171,
P_badius_290_new,Chamber,C30,14.147,
P_badius_290_new,Chamber,C31,10.219,
P_badius_290_new,Chamber,C32,7.279,
P_badius_290_new,Chamber,C33,11.304,
P_badius_290_new,Chamber,C34,13.656,
P_badius_290_new,Chamber,C35,16.087,
P_badius_290_new,Chamber,C36,9.539,
P_badius_290_new,Chamber,C37,13.79,
P_badius_290_new,Chamber,C38,11.392,
P_badius_290_new,Chamber,C39,7.149,
P_badius_290_new,Chamber,C40,7.443,
P_badius_290_new,Chamber,C41,9.27,
P_badius_290_new,Chamber,C42,11.769,
P_badius_290_new,Chamber,C43,12.999,
P_badius_290_new,Chamber,C44,5.055,
P_badius_290_new,Chamber,C45,13.473,
P_badius_290_new,Chamber,C46,4.993,
P_badius_290_new,Chamber,C47,11.401,
P_badius_290_new,Chamber,C48,13.957,
P_dentata,Chamber,C1,8.042,
P_dentata,Chamber,C2,5.355,
P_dentata,Chamber,C3,4.174,
P_dentata,Chamber,C4,2.513,
P_dentata,Chamber,C5,3.522,
P_dentata,Chamber,C6,2.259,
P_dentata,Chamber,C7,4.914,
P_dentata,Chamber,C8,6.168,
P_imparis1,Chamber,C1,3.93,
P_imparis1,Chamber,C9,4.52,
P_imparis1,Chamber,C4,6.07,
P_imparis1,Chamber,C11,6.07,
P_imparis1,Chamber,C8,7.99,
P_imparis1,Chamber,C3,8.25,
P_imparis1,Chamber,C10,10.16,
P_imparis1,Chamber,C7,10.46,
P_imparis1,Chamber,C2,11.57,
P_imparis1,Chamber,C5,11.79,
P_imparis1,Chamber,C6,13.58,
P_imparis1A,,C1,NA,
P_imparis1A,,C2,NA,
P_imparis1A,,C3,NA,
P_imparis1A,,C4,NA,
P_imparis1A,,C5,NA,
P_imparis1A,,C6,NA,
P_imparis1A,,C7,NA,
P_imparis1A,,C8,NA,
P_imparis1A,,C9,NA,
P_imparis1A,,C10,NA,
P_imparis1A,,C11,NA,
P_imparis1A,,C12,NA,
P_imparis1A,,C13,NA,
P_imparis1A,,C14,NA,
P_imparis2,,C1,NA,
P_imparis2,,C2,NA,
P_imparis2,,C3,NA,
P_imparis2,,C4,NA,
P_imparis2,,C5,NA,
P_imparis2,,C6,NA,
P_imparis2,,C7,NA,
P_imparis2,,C8,NA,
P_imparis2,,C9,NA,
P_imparis2,,C10,NA,
P_imparis2,,C11,NA,
P_imparis2,,C12,NA,
P_imparis2,,C13,NA,
P_imparis2,,C14,NA,
P_imparis2,,C15,NA,
P_imparis2,,C16,NA,
P_imparis2,,C17,NA,
P_imparis2,,C18,NA,
P_imparis2,,C19,NA,
P_imparis2,,C20,NA,
P_imparis2,,C21,NA,
P_imparis2,,C22,NA,
P_imparis3,,C1,NA,
P_imparis3,,C2,NA,
P_imparis3,,C3,NA,
P_imparis3,,C4,NA,
P_imparis3,,C5,NA,
P_imparis3,,C6,NA,
P_imparis3,,C7,NA,
P_imparis3,,C8,NA,
P_imparis3,,C9,NA,
P_imparis3,,C10,NA,
P_imparis3,,C11,NA,
P_imparis3,,C12,NA,
P_imparis3,,C13,NA,
P_imparis3,,C14,NA,
P_imparis3,,C15,NA,
P_imparis3,,C16,NA,
P_imparis3,,C17,NA,
P_imparis3,,C18,NA,
P_imparis3,,C19,NA,
P_imparis3,,C20,NA,
P_imparis3,,C21,NA,
P_imparis3,,C22,NA,
P_imparis3,,C23,NA,
P_imparis3,,C24,NA,
P_oxyops1,Entrance,E1,0,
P_oxyops1,Chamber,C8,10.886,
P_oxyops1,Chamber,C7,11.139,
P_oxyops1,Chamber,C4,11.392,
P_oxyops1,Chamber,C1,12.654,
P_oxyops1,Chamber,C6,13.16,
P_oxyops1,Chamber,C10,13.163,
P_oxyops1,Chamber,C3,13.182,
P_oxyops1,Chamber,C5,13.413,
P_oxyops1,Chamber,C12,13.413,
P_oxyops1,Chamber,C9,13.669,
P_oxyops1,Chamber,C11,15.699,
P_oxyops1,Chamber,C2,18.266,
P_striata5,Chamber,C1,3,
P_striata5,Chamber,C2,3,
P_striata5,Chamber,C3,9,
P_striata5,Chamber,C4,6,
P_striata5,Chamber,C5,1.5,
P_striata5,Chamber,C6,6.5,
P_striata5,Chamber,C7,2,
P_striata5,Chamber,C8,7,
P_striata5,Chamber,C9,3,
P_striata6,Chamber,C1,10,
P_striata6,Chamber,C2,2.5,
P_striata6,Chamber,C3,30,
P_striata6,Chamber,C4,2,
P_striata6,Chamber,C5,3,
P_striata6,Chamber,C6,12,
P_striata8,Chamber,C1,2,
P_striata8,Chamber,C2,5,
P_striata8,Chamber,C3,8,
P_striata8,Chamber,C4,14,
P_striata8,Chamber,C5,4.5,
P_striata8,Chamber,C6,6,
P_striata8,Chamber,C7,7,
P_striata8,Chamber,C8,4.5,
P_striata8,Chamber,C9,10,
P_striata8,Chamber,C10,11,
P_striata8,Chamber,C11,4.5,
P_striata8,Chamber,C12,5,
P_striata9,Chamber,C1,8,
P_striata9,Chamber,C2,5,
P_striata9,Chamber,C3,5,
P_striata9,Chamber,C4,20,
P_striata9,Chamber,C5,15,
P_striata9,Chamber,C6,7,
P_striata9,Chamber,C7,7,
S_amabilis_AJ01,Chamber,C1,6,
S_amabilis_AJ01,Chamber,C2,9,
S_amabilis_TRS03,Chamber,C1,8,
S_bondari_AJ02,Chamber,C1,9.7,
S_bondari_AJ02,Chamber,C2,9.7,
S_bondari_AJ02,Chamber,C3,9.7,
S_bondari_AJ05,Chamber,C1,11,
S_bondari_AJ05,Chamber,C2,11,
S_mayri_AJ08,Chamber,C1,10.7,
S_mayri_AJ08,Chamber,C2,10.7,
S_mayri_AJ08,Chamber,C3,10.7,
S_mayri_AJ08,Chamber,C4,10.7,
S_mayri_AJ08,Chamber,C5,10.7,
S_mayri_AJ08,Chamber,C6,10.7,
S_mayri_AJ08,Chamber,C7,10.7,
S_mayri_AJ08,Chamber,C8,10.7,
S_mayri_AJ08,Chamber,C9,10.7,
S_mayri_AJ08,Chamber,C10,10.7,
S_mayri_AJ103,Chamber,C1,12.9,
S_mayri_AJ103,Chamber,C2,12.9,
S_mayri_AJ103,Chamber,C3,12.9,
S_mayri_AJ103,Chamber,C4,12.9,
S_mayri_AJ603,Chamber,C1,11,
S_mayri_AJ603,Chamber,C2,11,
S_mayri_AJ603,Chamber,C3,11,
S_mayri_AJ603,Chamber,C4,11,
S_mayri_JSC04,Chamber,C1,11.4,
S_mayri_JSC04,Chamber,C2,11.4,
S_mayri_JSC04,Chamber,C3,11.4,
S_mayri_JSC04,Chamber,C4,11.4,
S_mayri_JSC04,Chamber,C5,11.4,
S_mayri_JSC04,Chamber,C6,11.4,
S_mayri_JSC04,Chamber,C7,11.4,
S_mayri_JSC04,Chamber,C8,11.4,
S_mayri_JSC04,Chamber,C9,11.4,
S_mayri_JSC04,Chamber,C10,11.4,
S_mayri_JSC04,Chamber,C11,11.4,
S_mayri_JSC04,Chamber,C12,11.4,
S_mayri_JSC04,Chamber,C13,11.4,
S_mayri_JSC04,Chamber,C14,11.4,
S_mayri_JSC04,Chamber,C15,11.4,
S_mayri_JSC04,Chamber,C16,11.4,
S_mayri_JSC04,Chamber,C17,11.4,
S_mayri_JSC04,Chamber,C18,11.4,
S_mayri_JSC13,Chamber,C1,10.5,
S_mayri_JSC13,Chamber,C2,10.5,
S_mayri_JSC13,Chamber,C3,10.5,
S_mayri_JSC13,Chamber,C4,10.5,
S_mayri_JSC13,Chamber,C5,10.5,
S_opacus_TRS05,Chamber,C1,6,
S_opacus_TRS08,Chamber,C1,6,
S_parvulus_AJ03,Chamber,C1,7.7,
S_parvulus_AJ03,Chamber,C2,7.7,
S_parvulus_AJ03,Chamber,C3,7.7,
S_parvulus_AJ10,Chamber,C1,7.8,
S_parvulus_AJ10,Chamber,C2,7.8,
S_parvulus_AJ10,Chamber,C3,7.8,
S_parvulus_AJ10,Chamber,C4,7.8,
S_parvulus_AJ10,Chamber,C5,7.8,
S_parvulus_JMC01,Chamber,C1,8,
S_parvulus_JMC01,Chamber,C2,4,
S_saramama_AJ03,Chamber,C1,11,
S_saussurei_JCMC002,Chamber,C1,14.8,
S_saussurei_JCMC002,Chamber,C2,14.8,
S_saussurei_JCMC002,Chamber,C3,14.8,
S_saussurei_JCMC002,Chamber,C4,14.8,
S_saussurei_JCMC002,Chamber,C5,14.8,
M_holmgreni,Chamber,C1,5.445,
M_holmgreni,Chamber,C2,4.852,
M_holmgreni,Chamber,C3,10.595,
M_holmgreni,Chamber,C4,11.288,
M_holmgreni,Chamber,C5,7.725,
M_holmgreni,Chamber,C6,2.972,
T_septentrionalis1,Entrance,E1,0,
T_septentrionalis1,Chamber,C1,5.3,
T_septentrionalis1,Chamber,C2,6.4,
T_septentrionalis2,Entrance,E1,0,
T_septentrionalis2,Chamber,C1,7.1,
T_septentrionalis2,Chamber,C2,5.3,
T_septentrionalis2,Chamber,C3,3.7,
V_pergandei2,Chamber,C1,10.685,
V_pergandei2,Chamber,C2,8.784,
V_pergandei2,Chamber,C3,10.443,
V_pergandei2,Chamber,C4,8.835,
V_pergandei2,Chamber,C5,9.045,
V_pergandei2,Chamber,C6,6.083,
V_pergandei2,Chamber,C7,25.649,
V_pergandei2,Chamber,C8,21.711,
V_pergandei2,Chamber,C9,12.067,
V_pergandei2,Chamber,C10,11.936,
V_pergandei2,Chamber,C11,13.698,
V_pergandei2,Chamber,C12,14.069,
V_pergandei2,Chamber,C13,14.544,
V_pergandei2,Chamber,C14,26.102,
V_pergandei2,Chamber,C15,23.26,
V_pergandei2,Chamber,C16,4.657,
V_pergandei2,Chamber,C17,6.767,
V_pergandei2,Chamber,C18,5.648,
V_pergandei2,Chamber,C19,10.081,
V_pergandei2,Chamber,C20,3.944,
V_pergandei2,Chamber,C21,9.417,
V_pergandei2,Chamber,C22,9.224,
V_pergandei2,Chamber,C23,4.855,
V_pergandei2,Chamber,C24,5.291,
V_pergandei2,Chamber,C25,6.575,
A_ashmeadi9,Chamber,C1,11.3,
A_ashmeadi48new,Chamber,C1,7.36,
A_ashmeadi49,Chamber,C1,3.3,
A_ashmeadi41,Chamber,C1,7.26,
A_floridana6,Chamber,C1,3.65,
A_floridana15,Chamber,C1,2.33,
A_floridana35,Chamber,C1,2.25,
A_floridana22,Chamber,C1,3.19,
A_floridana23,Chamber,C1,4.71,
A_floridana54,Chamber,C1,2.05,
A_treatae41,Chamber,C1,1.96,
A_treatae42,Chamber,C1,4.22,
A_treatae43,Chamber,C1,3.94,
C_socius15,Chamber,C1,3.45,
C_socius16,Chamber,C1,5.68,
C_socius18,Chamber,C1,6.73,
D_indicum_fig1,Chamber,C1,6.78,
E_opaciventre2,Chamber,C1,4.5,
E_opaciventre3,Chamber,C1,9,
E_opaciventre4,Chamber,C1,3,
E_opaciventre5,Chamber,C1,5,
E_opaciventre6,Chamber,C1,5.5,
E_opaciventre7,Chamber,C1,7,
E_opaciventre8,Chamber,C1,6,
E_opaciventre9,Chamber,C1,7,
E_opaciventre11,Chamber,C1,10,
O_brunneus13,Chamber,C1,9.34,
O_brunneus14,Chamber,C1,8.4,
O_brunneus17,Chamber,C1,3.76,
P_adrianoi,Chamber,C1,1.39,
P_oxyops2,Chamber,C1,9.82,
P_oxyops3,Chamber,C1,12.39,
P_oxyops4,Chamber,C1,6.55,
P_oxyops5,Chamber,C1,12.77,
P_oxyops6,Chamber,C1,16.02,
P_oxyops7,Chamber,C1,10.55,
E_ruidum3,Chamber,C1,10.5,
E_ruidum6,Chamber,C1,8.3,
E_ruidum22,Chamber,C1,10.5,
A_balzani16,Chamber,C1,10.5,
A_balzani17,Chamber,C1,5,
A_balzani18,Chamber,C1,7,
A_balzani19,Chamber,C1,6,
A_balzani20,Chamber,C1,6,
A_balzani21,Chamber,C1,3,
A_balzani22,Chamber,C1,6,
A_balzani23,Chamber,C1,7,
H_venator1,Chamber,C1,14.54,
H_venator2,Chamber,C1,7.2,
29,Chamber,C1,2.1739557,
30,Chamber,C1,6.1601957,
50,Chamber,C1,2.7448408,
53,Chamber,C1,9.0767494,
55,Chamber,C1,11.8948277,
56,Chamber,C1,4.9088364,
57,Chamber,C1,3.562817,
58,Chamber,C1,,
59,Chamber,C1,9.0983194,
60,Chamber,C1,2.2019228,
61,Chamber,C1,3.2585773,
67,Chamber,C1,1.8856664,
68,Chamber,C1,3.8263244,
69,Chamber,C1,2.9048581,
70,Chamber,C1,6.6728229,
71,Chamber,C1,3.0105522,
72,Chamber,C1,1.9521052,
73,Chamber,C1,2.4246023,
75,Chamber,C1,5.2155554,
79,Chamber,C1,4.0705617,
83,Chamber,C1,4.246962,
92,Chamber,C1,3.5865906,
93,Chamber,C1,2.1952202,
110,Chamber,C1,4.0772174,
111,Chamber,C1,4.2084405,
112,Chamber,C1,4.654881,
113,Chamber,C1,3.9953293,
116,Chamber,C1,1.832651,
117,Chamber,C1,5.6298639,
118,Chamber,C1,9.83648,
119,Chamber,C1,5.2364365,
120,Chamber,C1,3.4279862,
121,Chamber,C1,3.1464517,
122,Chamber,C1,6.9189507,
123,Chamber,C1,1.8664,
125,Chamber,C1,6.3850582,
126,Chamber,C1,6.5348443,
128,Chamber,C1,8.1712798,
129,Chamber,C1,7.1201823,
130,Chamber,C1,8.7765674,
131,Chamber,C1,1.3493237,
132,Chamber,C1,6.4895894,
133,Chamber,C1,1.9647668,
