Species Name,Specimen Name,Link to image,Head width at eyes,Max head width (if different),Mandible Width,Link to image,Head length,Weber's length
Sericomyrmex parvulus,USNMENT00446157,https://www.antweb.org/bigPicture.do?name=usnment00446157&shot=h&number=1,,0.72,0.44,https://www.antweb.org/bigPicture.do?name=usnment00446157&shot=p&number=1,0.59,0.9
Sericomyrmex parvulus,USNMENT01125593,https://www.antweb.org/bigPicture.do?name=usnment01125593&shot=h&number=1,,0.85,0.56,https://www.antweb.org/bigPicture.do?name=usnment01125593&shot=p&number=1,0.62,1.08
Sericomyrmex parvulus,USNMENT01124296,https://www.antweb.org/bigPicture.do?name=usnment01124296&shot=h&number=1,0.69,,0.49,https://www.antweb.org/bigPicture.do?name=usnment01124296&shot=p&number=1,0.69,0.92
Sericomyrmex saramama,USNMENT00924064,https://www.antweb.org/bigPicture.do?name=usnment00924064&shot=h&number=1,0.94,0.97,0.61,https://www.antweb.org/bigPicture.do?name=usnment00924064&shot=p&number=1,0.81,1.3
Sericomyrmex saussurei,CASENT0006163,https://www.antweb.org/bigPicture.do?name=casent0006163&shot=h&number=1,,,,https://www.antweb.org/bigPicture.do?name=casent0006163&shot=p&number=1,0.81,1.38
Sericomyrmex saussurei,ECOFOG-TR13-0059-07,https://www.antweb.org/bigPicture.do?name=ecofog-tr13-0059-07&shot=h&number=1,0.93,,0.64,https://www.antweb.org/bigPicture.do?name=ecofog-tr13-0059-07&shot=p&number=1,0.81,1.22
Sericomyrmex saussurei,UFV-LABECOL-000272,https://www.antweb.org/bigPicture.do?name=ufv-labecol-000272&shot=h&number=1,1.12,1.2,0.71,https://www.antweb.org/bigPicture.do?name=ufv-labecol-000272&shot=p&number=1,1.01,1.78
Sericomyrmex saussurei,USNMENT00445513,https://www.antweb.org/bigPicture.do?name=usnment00445513&shot=h&number=1,0.88,1.11,,https://www.antweb.org/bigPicture.do?name=usnment00445513&shot=p&number=1,0.91,1.39
Sericomyrmex saussurei,USNMENT01125217,https://www.antweb.org/bigPicture.do?name=usnment01125217&shot=h&number=1,1.04,1.12,0.73,https://www.antweb.org/bigPicture.do?name=usnment01125217&shot=p&number=1,0.91,1.51
Sericomyrmex saussurei,USNMENT01125221,https://www.antweb.org/bigPicture.do?name=usnment01125221&shot=h&number=1,1.09,1.18,0.7,https://www.antweb.org/bigPicture.do?name=usnment01125221&shot=p&number=1,0.94,1.62
Sericomyrmex saussurei,USNMENT01124297,https://www.antweb.org/bigPicture.do?name=usnment01124297&shot=h&number=1,1.07,1.13,0.68,https://www.antweb.org/bigPicture.do?name=usnment01124297&shot=p&number=1,0.9,1.46
Trachymyrmex holmgreni,no images,,,,,,,
Trachymyrmex septentrionalis,CASENT0003337,https://www.antweb.org/bigPicture.do?name=casent0003337&shot=h&number=1,1.07,,0.69,https://www.antweb.org/bigPicture.do?name=casent0003337&shot=p&number=1,0.98,1.38
Trachymyrmex septentrionalis,CASENT0919975,https://www.antweb.org/bigPicture.do?name=casent0919975&shot=h&number=1,1.06,,0.65,https://www.antweb.org/bigPicture.do?name=casent0919975&shot=p&number=1,0.87,1.51
Pheidole dentata,CASENT0104240,https://www.antweb.org/bigPicture.do?name=casent0104240&shot=h&number=1,0.69,0.69,0.28,https://www.antweb.org/bigPicture.do?name=casent0104240&shot=p&number=1,0.69,0.97
Pheidole dentata,CASENT0901549,https://www.antweb.org/bigPicture.do?name=casent0901549&shot=h&number=1,0.62,,0.41,https://www.antweb.org/bigPicture.do?name=casent0901549&shot=p&number=1,0.65,0.97
Pheidole dentata,FMNHINS0000078503,https://www.antweb.org/bigPicture.do?name=fmnhins0000078503&shot=h&number=1,0.69,,0.41,https://www.antweb.org/bigPicture.do?name=fmnhins0000078503&shot=p&number=1,0.59,0.89
Pheidole dentata,FOCOL1552,https://www.antweb.org/bigPicture.do?name=focol1552&shot=h&number=1,0.68,,0.39,https://www.antweb.org/bigPicture.do?name=focol1552&shot=p&number=1,0.71,0.93
Pheidole dentata,CASENT0103882,https://www.antweb.org/bigPicture.do?name=casent0103882&shot=h&number=1,1.35,,0.81,https://www.antweb.org/bigPicture.do?name=casent0103882&shot=p&number=1,1.26,1.18
Pheidole dentata,CASENT0901475,https://www.antweb.org/bigPicture.do?name=casent0901475&shot=h&number=1,1.18,,0.79,https://www.antweb.org/bigPicture.do?name=casent0901475&shot=p&number=1,1.21,1.06
Pheidole dentata,CASENT0901550,https://www.antweb.org/bigPicture.do?name=casent0901550&shot=h&number=1,1.2,,0.76,https://www.antweb.org/bigPicture.do?name=casent0901550&shot=p&number=1,1.17,1.13
Pheidole oxyops,CASENT0178044,https://www.antweb.org/bigPicture.do?name=casent0178044&shot=h&number=1,0.77,,0.56,https://www.antweb.org/bigPicture.do?name=casent0178044&shot=p&number=1,0.87,1.45
Pheidole oxyops,CASENT0908194,https://www.antweb.org/bigPicture.do?name=casent0908194&shot=h&number=1,0.67,,0.47,https://www.antweb.org/bigPicture.do?name=casent0908194&shot=p&number=1,0.94,1.39
Pheidole oxyops,CASENT0908197,https://www.antweb.org/bigPicture.do?name=casent0908197&shot=h&number=1,0.88,,0.61,https://www.antweb.org/bigPicture.do?name=casent0908197&shot=p&number=1,0.96,1.58
Pheidole oxyops,CASENT0178043,https://www.antweb.org/bigPicture.do?name=casent0178043&shot=h&number=1,1.89,1.94,1.26,https://www.antweb.org/bigPicture.do?name=casent0178043&shot=p&number=1,2.02,1.64
Pheidole oxyops,CASENT0908193,https://www.antweb.org/bigPicture.do?name=casent0908193&shot=h&number=1,1.51,,1.02,https://www.antweb.org/bigPicture.do?name=casent0908193&shot=p&number=1,1.93,1.74
Pheidole oxyops,CASENT0908196,https://www.antweb.org/bigPicture.do?name=casent0908196&shot=h&number=1,1.56,,0.99,https://www.antweb.org/bigPicture.do?name=casent0908196&shot=p&number=1,1.71,1.61
Formica subaenescens,CASENT0005364,https://www.antweb.org/bigPicture.do?name=casent0005364&shot=h&number=1,1.23,,0.78,https://www.antweb.org/bigPicture.do?name=casent0005364&shot=p&number=1,1.3,2.08
Formica subaenescens,CASENT0102795,https://www.antweb.org/bigPicture.do?name=casent0102795&shot=h&number=1,1.32,,0.78,https://www.antweb.org/bigPicture.do?name=casent0102795&shot=p&number=1,1.44,2.23
Formica subaenescens,CASENT0105552,https://www.antweb.org/bigPicture.do?name=casent0105552&shot=h&number=1,1.64,,1.03,https://www.antweb.org/bigPicture.do?name=casent0105552&shot=p&number=1,1.17,2.06
Formica subaenescens,CASENT0172878,https://www.antweb.org/bigPicture.do?name=casent0172878&shot=h&number=1,1.31,,0.82,https://www.antweb.org/bigPicture.do?name=casent0172878&shot=p&number=1,1.27,2.08
Formica subaenescens,CASENT0198944,https://www.antweb.org/bigPicture.do?name=casent0198944&shot=h&number=1,1.34,,0.88,https://www.antweb.org/bigPicture.do?name=casent0198944&shot=p&number=1,1.25,1.9
Formica subaenescens,CASENT0280364,https://www.antweb.org/bigPicture.do?name=casent0280364&shot=h&number=1,1.24,,0.85,https://www.antweb.org/bigPicture.do?name=casent0280364&shot=p&number=1,1.35,2.15
Formica subaenescens,CASENT0172880,https://www.antweb.org/bigPicture.do?name=casent0172880&shot=h&number=1,1.14,,0.8,https://www.antweb.org/bigPicture.do?name=casent0172880&shot=p&number=1,1.7,1.8
Formica archboldi,CASENT0103921,https://www.antweb.org/bigPicture.do?name=casent0103921&shot=h&number=1,1.39,,0.91,https://www.antweb.org/bigPicture.do?name=casent0103921&shot=p&number=1,1.43,2.73
Formica archboldi,CASENT0104886,https://www.antweb.org/bigPicture.do?name=casent0104886&shot=h&number=1,1.23,,0.8,https://www.antweb.org/bigPicture.do?name=casent0104886&shot=p&number=1,1.51,2.39
Formica archboldi,CASENT0105592,https://www.antweb.org/bigPicture.do?name=casent0105592&shot=h&number=1,1.35,,0.93,https://www.antweb.org/bigPicture.do?name=casent0105592&shot=p&number=1,1.71,2.56
Formica dolosa,CASENT0103933,https://www.antweb.org/bigPicture.do?name=casent0103933&shot=h&number=1,1.36,,0.9,https://www.antweb.org/bigPicture.do?name=casent0103933&shot=p&number=1,1.65,2.92
Formica dolosa,CASENT0179861,https://www.antweb.org/bigPicture.do?name=casent0179861&shot=h&number=1,1.3,,0.88,https://www.antweb.org/bigPicture.do?name=casent0179861&shot=p&number=1,1.52,2.63
Formica dolosa,CASENT0911066,https://www.antweb.org/bigPicture.do?name=casent0911066&shot=h&number=1,1.68,,1.21,https://www.antweb.org/bigPicture.do?name=casent0911066&shot=p&number=1,1.69,3.15
Formica pallidefulva,CASENT0103931,https://www.antweb.org/bigPicture.do?name=casent0103931&shot=h&number=1,1.09,,0.83,https://www.antweb.org/bigPicture.do?name=casent0103931&shot=p&number=1,1.52,2.41
Formica pallidefulva,CASENT0103932,https://www.antweb.org/bigPicture.do?name=casent0103932&shot=h&number=1,1.06,,0.72,https://www.antweb.org/bigPicture.do?name=casent0103932&shot=p&number=1,1.25,2.16
Formica pallidefulva,CASENT0280345,https://www.antweb.org/bigPicture.do?name=casent0280345&shot=h&number=1,1.28,,0.9,https://www.antweb.org/bigPicture.do?name=casent0280345&shot=p&number=1,1.3,2.48
Formica pallidefulva,CASENT0905707,https://www.antweb.org/bigPicture.do?name=casent0905707&shot=h&number=1,,,,https://www.antweb.org/bigPicture.do?name=casent0905707&shot=p&number=1,1.57,2.34
Formica pallidefulva,CASENT0905709,https://www.antweb.org/bigPicture.do?name=casent0905709&shot=h&number=1,1.02,,0.72,https://www.antweb.org/bigPicture.do?name=casent0905709&shot=p&number=1,1.7,2.81
Formica pallidefulva,CASENT0915638,https://www.antweb.org/bigPicture.do?name=casent0915638&shot=h&number=1,1.24,,0.8,https://www.antweb.org/bigPicture.do?name=casent0915638&shot=p&number=1,1.43,2.39
Monomorium viridum,CASENT0104112,https://www.antweb.org/bigPicture.do?name=casent0104112&shot=h&number=1,0.42,,,https://www.antweb.org/bigPicture.do?name=casent0104112&shot=p&number=1,0.5,0.54
Atta bisphaerica,CASENT0281782,https://www.antweb.org/bigPicture.do?name=casent0281782&shot=h&number=1,4.7,5.9,3.5,https://www.antweb.org/bigPicture.do?name=casent0281782&shot=p&number=1,4.8,5.6
Atta bisphaerica,CASENT0909446,https://www.antweb.org/bigPicture.do?name=casent0909446&shot=h&number=1,1.4,,0.9,https://www.antweb.org/bigPicture.do?name=casent0909446&shot=p&number=1,1.2,1.6
Atta bisphaerica,CASENT0909445,https://www.antweb.org/bigPicture.do?name=casent0909445&shot=h&number=1,4.2,5.3,2.6,https://www.antweb.org/bigPicture.do?name=casent0909445&shot=p&number=1,4.4,5.1
Atta laevigata,CASENT0173811,https://www.antweb.org/bigPicture.do?name=casent0173811&shot=h&number=1,3.8,4.8,2.1,https://www.antweb.org/bigPicture.do?name=casent0173811&shot=p&number=1,4.2,5.2
Atta laevigata,CASENT0173812,https://www.antweb.org/bigPicture.do?name=casent0173812&shot=h&number=1,2.1,,1.2,https://www.antweb.org/bigPicture.do?name=casent0173812&shot=p&number=1,1.9,2.5
Atta laevigata,CASENT0173813,https://www.antweb.org/bigPicture.do?name=casent0173813&shot=h&number=1,1.7,,1.1,https://www.antweb.org/bigPicture.do?name=casent0173813&shot=p&number=1,1.5,2.1
Atta laevigata,CASENT0900488,https://www.antweb.org/bigPicture.do?name=casent0900488&shot=h&number=1,2.6,2.7,1.6,https://www.antweb.org/bigPicture.do?name=casent0900488&shot=p&number=1,2.3,3.2
Atta laevigata,CASENT0909448,https://www.antweb.org/bigPicture.do?name=casent0909448&shot=h&number=1,1.8,,1.2,https://www.antweb.org/bigPicture.do?name=casent0909448&shot=p&number=1,,2.2
Atta laevigata,CASENT0922055,https://www.antweb.org/bigPicture.do?name=casent0922055&shot=h&number=1,4.7,6.2,3.1,https://www.antweb.org/bigPicture.do?name=casent0922055&shot=p&number=1,4.3,5.5
Atta laevigata,CASENT0922056,https://www.antweb.org/bigPicture.do?name=casent0922056&shot=h&number=1,2,,1.2,https://www.antweb.org/bigPicture.do?name=casent0922056&shot=p&number=1,1.7,2.5
Atta laevigata,CASENT0909447,https://www.antweb.org/bigPicture.do?name=casent0909447&shot=h&number=1,4.1,4.7,2.4,https://www.antweb.org/bigPicture.do?name=casent0909447&shot=p&number=1,,
Ectatomma opaciventre,CASENT0106081,https://www.antweb.org/bigPicture.do?name=casent0106081&shot=h&number=1,2.7,,2,https://www.antweb.org/bigPicture.do?name=casent0106081&shot=p&number=1,2.5,0.47
Ectatomma opaciventre,CASENT0173377,https://www.antweb.org/bigPicture.do?name=casent0173377&shot=h&number=1,2.6,,1.9,https://www.antweb.org/bigPicture.do?name=casent0173377&shot=h&number=1,2.7,4.9
Ectatomma opaciventre,CASENT0281506,https://www.antweb.org/bigPicture.do?name=casent0281506&shot=h&number=1,2.4,,1.8,https://www.antweb.org/bigPicture.do?name=casent0281506&shot=p&number=1,2.6,4.7
Ectatomma opaciventre,CASENT0915107,https://www.antweb.org/bigPicture.do?name=casent0915107&shot=h&number=1,2.5,,1.8,https://www.antweb.org/bigPicture.do?name=casent0915107&shot=p&number=1,2.4,4.4
Ectatomma opaciventre,CASENT0915908,https://www.antweb.org/bigPicture.do?name=casent0915908&shot=h&number=1,2.6,,2,https://www.antweb.org/bigPicture.do?name=casent0915908&shot=p&number=1,2.7,5
Ectatomma edentatum,CASENT0173376,https://www.antweb.org/bigPicture.do?name=casent0173376&shot=h&number=1,1.5,,1.2,https://www.antweb.org/bigPicture.do?name=casent0173376&shot=p&number=1,1.8,2.7
Ectatomma edentatum,CASENT0281501,https://www.antweb.org/bigPicture.do?name=casent0281501&shot=h&number=1,1.7,,1.4,https://www.antweb.org/bigPicture.do?name=casent0281501&shot=p&number=1,1.7,3.1
Ectatomma edentatum,CASENT0907177,https://www.antweb.org/bigPicture.do?name=casent0907177&shot=h&number=1,1.5,,1.1,https://www.antweb.org/bigPicture.do?name=casent0907177&shot=p&number=1,1.8,2.9
Ectatomma edentatum,CASENT0915106,https://www.antweb.org/bigPicture.do?name=casent0915106&shot=h&number=1,1.5,,1.1,https://www.antweb.org/bigPicture.do?name=casent0915106&shot=p&number=1,1.8,2.7
Ectatomma edentatum,CASENT0907179,https://www.antweb.org/bigPicture.do?name=casent0907179&shot=h&number=1,1.4,,1.1,https://www.antweb.org/bigPicture.do?name=casent0907179&shot=p&number=1,1.9,3.1
Ectatomma edentatum,CASENT0907180,https://www.antweb.org/bigPicture.do?name=casent0907180&shot=h&number=1,1.7,,1.3,https://www.antweb.org/bigPicture.do?name=casent0907180&shot=p&number=1,1.8,2.8
Ectatomma edentatum,USNMENT00441003,https://www.antweb.org/bigPicture.do?name=usnment00441003&shot=h&number=1,1.6,,1.3,https://www.antweb.org/bigPicture.do?name=casent0915106&shot=p&number=1,1.9,3.1
Harpegnathos venator,CASENT0098078,https://www.antweb.org/bigPicture.do?name=casent0098078&shot=h&number=1,2.2,,1.5,https://www.antweb.org/bigPicture.do?name=casent0098078&shot=p&number=1,2.7,5
Harpegnathos venator,CASENT0260425,https://www.antweb.org/bigPicture.do?name=casent0260425&shot=h&number=1,2.5,,1.9,https://www.antweb.org/bigPicture.do?name=casent0260425&shot=p&number=1,3,5.5
Harpegnathos venator,CASENT0900661,https://www.antweb.org/bigPicture.do?name=casent0900661&shot=h&number=1,1.8,,1.4,https://www.antweb.org/bigPicture.do?name=casent0900661&shot=p&number=1,,4.1
Ectatomma ruidum,ANTWEB1041401,https://www.antweb.org/bigPicture.do?name=antweb1041401&shot=h&number=1,1.5,,1.2,https://www.antweb.org/bigPicture.do?name=antweb1041401&shot=p&number=1,1.6,2.7
Ectatomma ruidum,CASENT0178705,https://www.antweb.org/bigPicture.do?name=casent0178705&shot=h&number=1,1.8,,1.2,https://www.antweb.org/bigPicture.do?name=casent0178705&shot=p&number=1,1.9,3.1
Ectatomma ruidum,CASENT0900513,https://www.antweb.org/bigPicture.do?name=casent0900513&shot=h&number=1,1.4,,1,https://www.antweb.org/bigPicture.do?name=casent0900513&shot=p&number=1,1.4,2.4
Ectatomma ruidum,CASENT0903841,https://www.antweb.org/bigPicture.do?name=casent0903841&shot=h&number=1,2,,1.4,https://www.antweb.org/bigPicture.do?name=casent0903841&shot=p&number=1,2,
Ectatomma ruidum,FOCOL0875,https://www.antweb.org/bigPicture.do?name=focol0875&shot=h&number=1,1.8,,1.4,https://www.antweb.org/bigPicture.do?name=focol0875&shot=p&number=1,1.6,2.6
Ectatomma ruidum,FOCOL0876,https://www.antweb.org/bigPicture.do?name=focol0876&shot=h&number=1,1.8,,1.3,https://www.antweb.org/bigPicture.do?name=focol0876&shot=p&number=1,1.9,3.2
Ectatomma ruidum,FMNHINS0000045631,https://www.antweb.org/bigPicture.do?name=fmnhins0000045631&shot=h&number=1,1.8,,1.3,https://www.antweb.org/bigPicture.do?name=fmnhins0000045631&shot=p&number=1,1.8,3
Ectatomma ruidum,USNMENT01124232,https://www.antweb.org/bigPicture.do?name=usnment01124232&shot=h&number=1,1.7,,1.2,https://www.antweb.org/bigPicture.do?name=usnment01124232&shot=p&number=1,1.7,2.7
Mycetomoellerius holmgreni,CASENT0178106,https://www.antweb.org/bigPicture.do?name=casent0178106&shot=h&number=1,0.1,,0.7,https://www.antweb.org/bigPicture.do?name=casent0178106&shot=p&number=1,1,1.7
Pheidole adrianoi,CASENT0104274,https://www.antweb.org/bigPicture.do?name=casent0104274&shot=h&number=1,0.4,,,https://www.antweb.org/bigPicture.do?name=casent0104274&shot=p&number=1,0.5,0.52
Pheidole adrianoi,CASENT0104273,https://www.antweb.org/bigPicture.do?name=casent0104273&shot=h&number=1,0.9,,0.66,https://www.antweb.org/bigPicture.do?name=casent0104273&shot=p&number=1,0.87,0.71
Dorymyrmex elegans,CASENT0003314,https://www.antweb.org/bigPicture.do?name=casent0003314&shot=h&number=1,0.7,,0.5,https://www.antweb.org/bigPicture.do?name=casent0003314&shot=p&number=1,0.84,1.32
Dorymyrmex elegans,CASENT0103876,https://www.antweb.org/bigPicture.do?name=casent0103876&shot=h&number=1,0.66,,0.48,https://www.antweb.org/bigPicture.do?name=casent0103876&shot=p&number=1,0.87,1.41
Dorymyrmex elegans,CASENT0249671,https://www.antweb.org/bigPicture.do?name=casent0249671&shot=h&number=1,0.65,,0.5,https://www.antweb.org/bigPicture.do?name=casent0249671&shot=p&number=1,0.8,1.37
Acromyrmex rugosus,CASENT0173802,https://www.antweb.org/bigPicture.do?name=casent0173802&shot=h&number=1,1.68,,1.04,https://www.antweb.org/bigPicture.do?name=casent0173802&shot=p&number=1,1.28,2.11
Acromyrmex rugosus,CASENT0900494,https://www.antweb.org/bigPicture.do?name=casent0900494&shot=h&number=1,0.74,0.79,0.52,https://www.antweb.org/bigPicture.do?name=casent0900494&shot=p&number=1,,1.18
Acromyrmex rugosus,CASENT0912470,https://www.antweb.org/bigPicture.do?name=casent0912470&shot=h&number=1,1.16,,0.7,https://www.antweb.org/bigPicture.do?name=casent0912470&shot=p&number=1,1.05,1.46
Acromyrmex rugosus,CASENT0912471,https://www.antweb.org/bigPicture.do?name=casent0912471&shot=h&number=1,1.5,,0.88,https://www.antweb.org/bigPicture.do?name=casent0912471&shot=p&number=1,1.34,2.01
Acromyrmex rugosus,CASENT0922029,https://www.antweb.org/bigPicture.do?name=casent0922029&shot=h&number=1,2.28,,1.51,https://www.antweb.org/bigPicture.do?name=casent0922029&shot=p&number=1,2.04,3.18
